filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
01033962.wav,0.33499330282211304,1874.617051024013,2254.9286172127777,3844.6525071407823,0.07753081731700233,-83.69274139404297,116.36810302734375,-9.667610168457031,22.75820541381836,6.381680965423584,-6.587140083312988,1.1342670917510986,6.646687030792236,-14.21262264251709,2.5735390186309814,-14.888036727905273,-3.8976364135742188,-8.612990379333496,0.4101238548755646,-8.02502155303955,-0.5399827361106873,-8.987566947937012,-0.002955217380076647,-7.182562828063965,-0.3843158781528473,0
01033963.wav,0.3594627380371094,2022.9594218330083,2391.522327429423,4398.29007080834,0.08102218580688854,-90.61724090576172,104.95063018798828,10.292522430419922,29.817955017089844,-0.5747149586677551,3.0189454555511475,1.9567115306854248,5.524625778198242,-7.1462321281433105,-0.07736451923847198,-6.324486255645752,1.6467217206954956,-5.92075252532959,-2.5333189964294434,-7.867824077606201,0.9822476506233215,-8.251152038574219,0.18160609900951385,-4.9925079345703125,-2.02878999710083,0
01033965.wav,0.28097984194755554,1357.5057925732115,1873.8188570259015,2666.833874020414,0.04827635207043344,-149.12562561035156,132.793701171875,6.560141086578369,32.67094802856445,1.6568642854690552,-9.319417953491211,-14.620244026184082,-1.073494791984558,-10.895163536071777,-10.47843074798584,-14.736960411071777,-8.453824996948242,-13.66894245147705,-6.844386577606201,-13.936492919921875,-6.828593730926514,-9.977205276489258,-6.860494613647461,-7.738860130310059,-3.1731293201446533,0
00930461.wav,0.3996850848197937,2065.547458343131,2215.7914286127657,4348.332039564387,0.09920650517608359,-112.91699981689453,102.21023559570312,-10.457496643066406,28.14565658569336,3.946809768676758,15.06253433227539,3.803501605987549,6.878025531768799,-6.157111644744873,0.29573583602905273,-5.122406482696533,-1.1918343305587769,-7.57177734375,-2.8615081310272217,-4.838791370391846,-0.7840404510498047,-3.2047274112701416,4.372874736785889,2.432969808578491,3.507312059402466,0
00962999.wav,0.2733803987503052,885.4175033296816,1349.2705389602818,1414.8164447985198,0.038675125169311146,-285.61285400390625,169.0623321533203,35.05896759033203,20.351449966430664,2.746851682662964,5.573448657989502,-2.757612466812134,-6.257150173187256,-11.299636840820312,-10.68224048614502,-8.517127990722656,-4.096549034118652,-5.786074638366699,-0.4891303479671478,1.4694538116455078,1.7391728162765503,-4.0123066902160645,-2.547046661376953,-3.033834218978882,-1.4379463195800781,0
00963000.wav,0.36292538046836853,2042.6568451383923,2258.337411343876,4443.348131681743,0.06755703669214397,-72.0650863647461,96.20597076416016,11.597078323364258,44.890384674072266,-8.284523963928223,12.792726516723633,3.193434238433838,11.62546157836914,0.13410934805870056,14.985116958618164,8.341385841369629,14.0647554397583,-4.733201026916504,-1.7137889862060547,-11.40935230255127,-3.7723777294158936,-4.461419582366943,-1.3823150396347046,-4.4289069175720215,0.6277302503585815,0
00963002.wav,0.32434728741645813,1717.6788080762956,1754.202301456134,3436.147128104425,0.08377597610863671,-97.55441284179688,123.07220458984375,-33.57878494262695,48.525150299072266,3.542656421661377,23.098468780517578,5.248256206512451,-0.49360543489456177,-5.774677753448486,-0.8663772344589233,1.7883459329605103,1.8482760190963745,-3.7424726486206055,-3.865648031234741,-4.160445213317871,-1.25140380859375,-9.894679069519043,-1.9887171983718872,-1.4015228748321533,-2.736647844314575,0
00963003.wav,0.41637906432151794,2104.079908443713,2506.4714690387514,5011.878027192579,0.06462092443885449,-48.854557037353516,107.56196594238281,17.092395782470703,24.36660385131836,8.138279914855957,13.57072925567627,8.682888984680176,10.767050743103027,-1.0174285173416138,7.800773620605469,-1.796778678894043,3.682673215866089,3.2439188957214355,11.616943359375,0.31086036562919617,4.55162239074707,-1.5809756517410278,6.230976581573486,-0.5565004348754883,2.899770736694336,0
00963005.wav,0.49043378233909607,2676.5859249078126,2379.071471499155,5198.293566629983,0.13999008320433437,-1.497947096824646,78.2241439819336,-19.971996307373047,29.265037536621094,7.9291839599609375,18.024002075195312,3.5846004486083984,4.591760635375977,-1.3449443578720093,0.7815619707107544,-2.8528928756713867,5.550959587097168,-6.475955486297607,4.048885345458984,-5.441625595092773,3.079246997833252,-2.7568044662475586,-0.39007657766342163,-1.9963982105255127,2.6328306198120117,0
00963006.wav,0.4535987973213196,2201.5765176818277,2504.035324806378,4909.9205814896395,0.07551982474825716,-38.65420913696289,101.73074340820312,16.32880401611328,34.98969268798828,13.178088188171387,10.338235855102539,0.3095017671585083,11.1000394821167,-1.2659814357757568,8.310247421264648,-4.2485032081604,8.45830249786377,-0.8998075127601624,5.908401966094971,-2.8768813610076904,-0.7265576124191284,-5.713913440704346,2.1264970302581787,-3.1197638511657715,2.862065553665161,0
00963008.wav,0.3756188452243805,2605.2658457943166,2755.5702719933565,5869.364508755805,0.10935270232681889,15.636150360107422,80.20398712158203,9.1490478515625,26.008752822875977,7.781340599060059,7.3908820152282715,-0.510753333568573,7.829987525939941,-4.823965549468994,2.742069959640503,0.1621406078338623,6.575059413909912,-4.364477634429932,-1.4710298776626587,-5.229592800140381,1.6372395753860474,-5.1021318435668945,1.2695893049240112,-7.907649993896484,1.0335975885391235,0
00922022.wav,0.3924241065979004,1493.8125570713137,2051.9267533302514,2968.6153825222523,0.05471697827979876,-117.7850341796875,133.5064697265625,2.306751251220703,25.057477951049805,16.645286560058594,10.955546379089355,-18.16303253173828,2.543616771697998,2.9321625232696533,1.6671340465545654,-2.4813852310180664,4.422407627105713,-13.161776542663574,3.432495594024658,-8.200374603271484,-0.8577193021774292,-2.629469394683838,0.8268982768058777,-6.222977638244629,-2.707677125930786,0
00922024.wav,0.334371417760849,1372.2284984606567,2124.8258277527625,2700.258671905234,0.043884088380417956,-191.1492919921875,132.01792907714844,17.50775718688965,19.69439697265625,20.51534080505371,17.344959259033203,-5.232685565948486,8.643965721130371,3.968297243118286,1.8988667726516724,-3.313296318054199,3.9730114936828613,-5.087578296661377,4.4447855949401855,-2.7397751808166504,-0.29689350724220276,-4.3130645751953125,1.6927638053894043,-1.5746798515319824,2.9201345443725586,0
00922025.wav,0.40293458104133606,1862.866314339637,2353.6691198308067,3921.876284950658,0.07557890806404799,-120.17536163330078,119.11913299560547,2.9569361209869385,11.247069358825684,18.532806396484375,9.550633430480957,-9.560404777526855,10.133397102355957,-0.16392025351524353,-0.2629431486129761,-3.1145718097686768,4.158792495727539,-8.251925468444824,1.9717578887939453,-5.7978949546813965,-0.07561632245779037,-5.493195533752441,2.4226462841033936,1.8618502616882324,5.716414928436279,0
00922027.wav,0.3744444251060486,1582.4005127316868,2089.781748144895,3188.6403882346535,0.06178516532726568,-145.9122314453125,133.4938201904297,4.624894618988037,17.116273880004883,13.199309349060059,13.983053207397461,-13.504902839660645,5.461369514465332,-1.9398905038833618,-1.1649142503738403,-8.853089332580566,1.7221910953521729,-9.588817596435547,-0.17119096219539642,-6.418423175811768,-3.6040399074554443,-6.4543609619140625,0.7508909702301025,0.4017319679260254,5.092230319976807,0
00922028.wav,0.34675830602645874,1490.529155321616,2052.949450235421,3113.6811719959364,0.05395583397832817,-137.34080505371094,132.2186279296875,5.015806198120117,26.022748947143555,11.864232063293457,16.871353149414062,-12.964221000671387,7.751168727874756,2.5822176933288574,-0.6106458902359009,-3.27234148979187,5.0548319816589355,-5.010148525238037,3.676914691925049,-4.22852897644043,-3.2981576919555664,-5.269512176513672,-0.10791170597076416,-3.727276086807251,2.529574155807495,0
00922030.wav,0.35312578082084656,1969.5084398041026,2546.8430640925903,4635.488636501064,0.07536084437886997,-112.33804321289062,112.33091735839844,15.814695358276367,7.505772590637207,17.930770874023438,18.527639389038086,-10.056002616882324,7.286791801452637,-2.9954354763031006,-1.8859738111495972,-6.055747032165527,2.0571117401123047,-7.291240215301514,2.8486173152923584,-4.8078083992004395,5.1152119636535645,-1.4014414548873901,2.804100751876831,-2.882140874862671,0.12220315635204315,0
00922031.wav,0.3685309886932373,2198.762678363944,2663.4796192298727,5203.712866418959,0.08540080666634392,-101.67472076416016,100.29925537109375,11.497986793518066,16.082382202148438,20.112524032592773,9.021157264709473,-19.041728973388672,1.45060133934021,0.21533694863319397,-0.7712923288345337,-2.3071136474609375,2.5629405975341797,-10.036949157714844,2.0200488567352295,-5.004909992218018,2.0787060260772705,-3.100388526916504,2.010643482208252,-3.607943058013916,2.2629616260528564,0
00922033.wav,0.387251079082489,1759.9673586518957,2215.1537929590763,3669.177812983746,0.07349917763157894,-102.49127197265625,120.93268585205078,-0.21413901448249817,24.730588912963867,17.723798751831055,13.87382698059082,-17.852149963378906,5.017199516296387,-0.6840121150016785,6.710051536560059,-1.4470481872558594,3.2555811405181885,-12.611397743225098,0.8878252506256104,-6.427668571472168,0.8971546292304993,-1.4406172037124634,2.195384979248047,-1.7079975605010986,3.2133593559265137,0
00922034.wav,0.3374788761138916,1429.7237394055524,1940.4699307860772,2878.844146373935,0.0530842279482959,-124.35759735107422,131.9106903076172,-5.511340618133545,39.285884857177734,17.017948150634766,11.548192977905273,-15.796299934387207,1.4093165397644043,1.8723505735397339,1.651565432548523,0.8607551455497742,7.0113301277160645,-7.075329303741455,1.3475837707519531,-4.284358024597168,-0.20295366644859314,-4.406081676483154,0.5206999182701111,-6.3298211097717285,-4.624630451202393,0
00918557.wav,0.3237283229827881,2550.04016572268,2440.876305008409,5140.96467884634,0.12561195899496513,-102.09410095214844,75.5903091430664,-16.94684600830078,20.647260665893555,19.38011360168457,28.081205368041992,3.3597865104675293,0.5218043327331543,4.621876239776611,12.70125961303711,-1.853716492652893,-0.526336669921875,-1.020026445388794,8.193068504333496,-3.3634684085845947,-2.4496307373046875,-1.490614891052246,6.380959987640381,-2.2691659927368164,-2.459855079650879,0
00979802.wav,0.586197018623352,2366.4202153218034,2523.0300363329625,5131.085639693789,0.08984979682662539,-175.16197204589844,71.54912567138672,-7.539289474487305,48.71550750732422,17.903982162475586,13.521660804748535,7.644302845001221,19.945913314819336,5.361652374267578,16.233278274536133,7.681802272796631,8.41911506652832,0.21429960429668427,7.013816833496094,2.6595442295074463,4.425666332244873,-1.5278139114379883,4.1746439933776855,4.200793266296387,3.165418863296509,0
01021685.wav,0.31224119663238525,826.3848629051121,997.478496430832,1621.3951530426993,0.044269824748257164,-313.0715637207031,213.1476593017578,-37.12196350097656,6.139728546142578,22.783323287963867,-12.183025360107422,-8.70700740814209,-0.3821599781513214,-4.018902778625488,-6.565192699432373,-14.36058235168457,-7.79144811630249,-10.308404922485352,-9.524306297302246,-17.69947052001953,-13.077274322509766,-11.478238105773926,-11.008395195007324,-0.45076650381088257,-10.869288444519043,0
01021686.wav,0.343475878238678,2153.99070730373,2671.1885259885926,5059.4854400658405,0.08399836911793183,-146.66909790039062,99.63729858398438,21.484432220458984,20.47235679626465,6.586530685424805,5.437201023101807,-2.085611343383789,3.1565821170806885,-2.433753252029419,5.013561248779297,-3.24530029296875,-0.6005129814147949,-11.308749198913574,-0.524560272693634,-3.5401711463928223,-2.2753443717956543,-2.62514066696167,-1.0686179399490356,0.6722122430801392,6.873713970184326,0
01021688.wav,0.3224681615829468,1918.2779067748265,2265.669135460576,4060.4754468604874,0.0832323009384675,-154.50521850585938,115.22406768798828,-3.4604287147521973,16.109691619873047,-3.6781606674194336,4.635210990905762,-2.581894874572754,0.18546786904335022,-6.146393775939941,1.6452192068099976,-7.877486228942871,0.3431689739227295,-8.583227157592773,-4.732669353485107,-10.37460994720459,-1.2893627882003784,-5.303139686584473,1.640584945678711,-5.62148904800415,-3.735476016998291,0
01021689.wav,0.39571255445480347,2057.7513130282387,2416.6648230377878,4303.771755180093,0.07774980635166538,-250.45957946777344,92.40687561035156,3.223639726638794,54.09452438354492,15.668758392333984,-0.9826071858406067,9.632842063903809,1.6927695274353027,7.098559379577637,8.230621337890625,1.130610704421997,9.875358581542969,6.729037761688232,8.596858978271484,-8.662556648254395,-2.6124157905578613,-3.1110687255859375,3.6220908164978027,-2.322445869445801,-4.755285263061523,0
01021691.wav,0.24182915687561035,702.5879204940471,1064.6894189736674,1107.018306011755,0.035118835260255415,-389.6968078613281,170.82896423339844,35.0118293762207,22.881996154785156,3.893005847930908,-5.869363784790039,1.349092721939087,3.735517740249634,7.708399295806885,1.7785602807998657,-2.533510446548462,0.9277086853981018,-0.8079161047935486,-3.7683074474334717,-1.2131823301315308,-2.816347599029541,-7.5498175621032715,-6.778208255767822,-10.949989318847656,-7.932631015777588,0
01021692.wav,0.2092316597700119,677.8928855811265,863.2605281700476,1107.8266344572369,0.04153300660313467,-319.8987121582031,220.93980407714844,-16.136201858520508,14.668198585510254,18.74631118774414,-11.678991317749023,-2.864938974380493,-12.438926696777344,-8.54621696472168,0.2048005908727646,-7.3815131187438965,-2.980757474899292,-0.33385321497917175,0.09288693219423294,-0.27718889713287354,-6.247106552124023,-9.252646446228027,-11.799920082092285,-9.13371753692627,-4.9115753173828125,0
01021694.wav,0.286754846572876,1101.1706950945195,1371.9285981758749,1871.7040448295895,0.0624640691566615,-197.6217498779297,172.1937255859375,-17.46906280517578,13.464457511901855,-7.021538734436035,6.194113731384277,-1.043593168258667,-0.6706002354621887,-1.1762372255325317,5.870152950286865,-7.337703704833984,-5.3373236656188965,-6.256749153137207,0.4753555953502655,11.480982780456543,9.921887397766113,-3.1248347759246826,1.2874759435653687,-8.739267349243164,-3.786072254180908,0
01021695.wav,0.357817679643631,1359.1746046080543,1446.8781180792942,2826.016244799729,0.07072632969717492,-222.01780700683594,168.437744140625,-45.845680236816406,44.196205139160156,3.2470741271972656,-7.829317569732666,16.47881507873535,-6.65288782119751,8.118202209472656,2.8020405769348145,-2.4476232528686523,12.136858940124512,-1.0555799007415771,0.2880319654941559,-0.20500612258911133,-2.8797638416290283,8.989192008972168,10.779190063476562,1.8531991243362427,1.7073498964309692,0
01029366.wav,0.43445560336112976,1973.508112446044,2277.123444947586,4450.314756222185,0.0744489073384288,-85.35000610351562,108.20211791992188,-5.0192179679870605,42.72051239013672,0.384736031293869,4.546218395233154,1.007157564163208,9.371116638183594,1.4509538412094116,1.7014538049697876,-4.978665828704834,4.796508312225342,-4.6840667724609375,1.2147207260131836,-1.6972872018814087,-0.9671598672866821,-3.3698337078094482,2.898162841796875,-8.582171440124512,-3.878726005554199,0
01029368.wav,0.35484007000923157,1369.441747811078,1613.086191740739,2828.341230740857,0.06196485584365325,-156.2607421875,141.41525268554688,-36.2613639831543,58.06590270996094,10.947635650634766,3.081386089324951,3.5951168537139893,6.515669822692871,-9.050911903381348,3.112771511077881,-6.956199645996094,0.4197811782360077,-6.933309555053711,-14.241244316101074,-13.147515296936035,-12.85263442993164,-11.346122741699219,2.3426005840301514,-9.677764892578125,-3.161864757537842,0
01029370.wav,0.4454418420791626,2621.1946622462633,2845.333630940499,6144.471178556743,0.07053509880514706,-79.01774597167969,75.26158905029297,19.724472045898438,36.50446319580078,8.048079490661621,12.501696586608887,-1.222625494003296,10.794445991516113,3.2039833068847656,13.792348861694336,3.1829519271850586,5.065678119659424,-0.8241323828697205,2.81074857711792,-4.106259346008301,2.0347020626068115,-3.438875913619995,2.559248447418213,-5.663907527923584,-2.932751417160034,0
01029371.wav,0.5115882158279419,2491.8481803753516,2433.035907942623,5029.50292061726,0.10589845261706657,-59.50688552856445,76.48410034179688,-18.49042510986328,44.09174728393555,11.263320922851562,5.573965549468994,7.8780436515808105,11.384888648986816,2.2377023696899414,4.853494644165039,-5.225025653839111,7.939693450927734,-9.925189018249512,-7.0526299476623535,-7.889055252075195,-5.60960578918457,-8.4556884765625,2.281005382537842,-10.427543640136719,-2.9806652069091797,0
01029373.wav,0.47224801778793335,2016.7066283602187,2057.857695927337,4214.066184784975,0.095158154750387,-89.10277557373047,114.7070083618164,-29.70435905456543,47.1932258605957,2.484143018722534,10.8012056350708,0.44533875584602356,3.2895960807800293,3.298323154449463,4.012415409088135,-2.644585609436035,-0.7253510355949402,-5.991058826446533,-1.4208630323410034,-5.753763198852539,-0.16425827145576477,-4.428144931793213,1.5049880743026733,-4.355970859527588,-1.4793338775634766,0
01029374.wav,0.41241756081581116,2537.3257113954132,2555.7205540542627,5408.392296191709,0.09990415779798761,-98.81653594970703,73.82630157470703,12.463994026184082,48.64523696899414,7.979604244232178,12.798356056213379,0.19161982834339142,7.123516082763672,-7.001972675323486,7.872099876403809,-3.1928045749664307,0.33187630772590637,-4.0060133934021,-1.747908353805542,-11.288677215576172,-0.9370958209037781,-6.303996562957764,-2.424102783203125,-7.6767897605896,-0.944492757320404,0
01029376.wav,0.39760303497314453,1691.8934163110312,2040.7579653261375,3549.2785379982583,0.05646602288119195,-89.7898941040039,126.65034484863281,-4.2422990798950195,29.23236656188965,-6.579720497131348,7.833911895751953,-5.923673152923584,6.462529182434082,-4.639354228973389,4.755483627319336,-10.24431037902832,3.53967547416687,-5.265269756317139,-1.5786421298980713,-7.2997660636901855,-0.8223797678947449,-8.661367416381836,-4.455010890960693,-12.836965560913086,-8.901179313659668,0
01029377.wav,0.4057587683200836,2552.6610595771517,2669.6076493826795,5561.541370120211,0.09922729114260836,-62.73760223388672,78.88770294189453,3.851856231689453,40.53040313720703,12.005386352539062,8.090804100036621,3.674130916595459,8.035316467285156,-0.6490458846092224,8.228269577026367,1.3774971961975098,3.6163363456726074,-3.0898356437683105,-5.9008708000183105,-12.45539665222168,-0.07147339731454849,-8.89892292022705,-2.6381754875183105,-1.855308175086975,-0.6381853222846985,0
01013851.wav,0.34816980361938477,1089.5323628390327,1227.976229144972,2278.7445540767703,0.0550196975377322,-127.48385620117188,189.22604370117188,-54.12989807128906,49.571136474609375,8.016030311584473,0.15679040551185608,13.366903305053711,-0.7836771607398987,3.7048797607421875,-2.5597901344299316,-5.117768287658691,0.398232102394104,-10.083770751953125,-9.005419731140137,-6.751499652862549,-6.452325344085693,-4.379785537719727,-4.3518147468566895,-5.981567859649658,-4.09149694442749,0
01013852.wav,0.4409136176109314,1802.5237677228795,1521.9184108085312,3360.8880105033377,0.12261301518962849,-86.5899429321289,148.77166748046875,-70.22981262207031,57.87689208984375,-17.173843383789062,-1.040527105331421,12.433022499084473,9.13016128540039,0.5646686553955078,5.671719551086426,-3.259531259536743,-1.6552808284759521,-3.0519704818725586,-6.526432037353516,-8.115435600280762,-0.9314854741096497,-5.203950881958008,-3.7828009128570557,-0.03631048649549484,1.961173176765442,0
01013855.wav,0.43286553025245667,1602.1585006323112,1577.4349095956059,3110.889522209994,0.08980217806695047,-40.19826889038086,145.78199768066406,-59.028263092041016,40.435916900634766,-0.8283331394195557,11.878981590270996,5.586463451385498,-3.2080342769622803,0.424355149269104,7.354002475738525,-10.228252410888672,3.3304622173309326,-12.000299453735352,1.4380828142166138,-5.364592552185059,-4.590746879577637,-9.086211204528809,-1.5968399047851562,-6.556038856506348,-1.2676481008529663,0
01013856.wav,0.44656744599342346,2214.2856961945413,1887.205886863219,4162.008166239358,0.13281476755998453,-58.172672271728516,97.84793090820312,-46.1202507019043,72.83572387695312,-11.070076942443848,14.19620418548584,-2.461293935775757,7.252757549285889,-5.380819320678711,0.26267942786216736,-6.656621932983398,-2.18953275680542,-12.585895538330078,-7.648355960845947,-11.856935501098633,-4.7564473152160645,-10.439885139465332,-7.053133487701416,-4.2671217918396,-6.211269378662109,0
01013858.wav,0.34368863701820374,840.049521143191,1206.645722270288,1494.0326324557373,0.0417820602747678,-208.3466033935547,176.66944885253906,-1.2640812397003174,28.50518798828125,-0.13520477712154388,0.1390845775604248,-1.1403083801269531,-6.1687822341918945,-4.060412883758545,-4.095005989074707,-7.449337959289551,-10.722107887268066,-8.133535385131836,-10.160465240478516,-9.616291999816895,-5.941103935241699,-3.4110496044158936,-8.048013687133789,-12.924068450927734,-3.543607711791992,0
01013859.wav,0.42066073417663574,1617.421017496833,1538.2172123978266,3103.51668401433,0.09714565380518977,-99.7503890991211,148.5091552734375,-56.81534957885742,49.441585540771484,-10.190901756286621,-6.644466876983643,1.7412734031677246,8.938956260681152,0.7881224155426025,0.8549085855484009,-3.2807810306549072,1.690904974937439,-4.585452079772949,0.4458445608615875,-5.653254508972168,-0.12212096899747849,-8.381278991699219,-4.315181255340576,-3.527308225631714,-1.4479925632476807,0
01021697.wav,0.3177337944507599,1474.2869401789799,2203.1452772525013,2845.7187076394266,0.05903626670216886,-247.35336303710938,127.40870666503906,12.994305610656738,10.933456420898438,33.577877044677734,-2.6042771339416504,-12.11865520477295,0.131410151720047,-11.703156471252441,-7.428267002105713,-14.149441719055176,-9.000049591064453,-7.851538181304932,4.606134414672852,-9.156835556030273,-8.309741973876953,-9.021502494812012,-3.631463050842285,-3.2132697105407715,7.856571674346924,0
01021698.wav,0.4753134250640869,2543.2645578749584,2266.8843034774322,4451.243339556303,0.1603461161405887,-65.89289855957031,81.10755920410156,-38.31794738769531,36.703529357910156,10.281490325927734,-9.441637992858887,10.358416557312012,2.00099778175354,-4.977016925811768,1.582267165184021,-9.589069366455078,0.4296395480632782,-14.554780960083008,-0.46887272596359253,-2.3237757682800293,3.5427398681640625,-4.021622657775879,-0.07718082517385483,-7.839473247528076,-3.981372594833374,0
01021700.wav,0.48023760318756104,2286.7679793624097,2289.339506100371,4605.928797171524,0.10868512780790085,-96.80825805664062,102.9338607788086,-27.99091148376465,33.740028381347656,11.004770278930664,-3.8280818462371826,11.227930068969727,7.102625846862793,3.8061444759368896,6.675705432891846,-3.7610232830047607,5.353352069854736,-4.203624248504639,2.5311241149902344,-1.2866779565811157,1.1326874494552612,0.1571958065032959,1.5876078605651855,-6.161977767944336,-2.816636085510254,0
