id,genre
00981734,2
00957133,2
00957136,2
00957145,2
00952803,2
00952806,3
00952809,1
00952812,5
01051756,2
01051759,2
01051762,3
01051765,2
01051832,0
01051835,3
01051838,3
01051841,2
00928996,3
00964453,1
00964466,2
00970541,3
00970546,4
00970746,5
00938680,2
00914143,2
00951251,3
00980857,2
00980869,2
00980876,2
00950912,2
00951131,2
01032472,3
01032476,5
01032479,0
01032482,1
01032485,1
00980458,3
00980461,2
00968295,2
00968299,2
00968302,3
00963807,2
00963810,3
00987277,3
00989794,2
00976126,2
00976129,3
00976132,2
00956104,3
00976142,2
00976150,2
00913168,2
01015590,4
01015593,3
01015596,3
01003982,3
01003985,3
01003988,2
01014882,2
01014885,5
00912445,2
00912448,3
00912460,3
01017190,2
01017193,0
01041077,1
01041091,2
00919638,2
00919641,2
00960234,2
00960237,0
00960242,3
00992771,0
00992775,4
00992778,4
00992781,4
00907483,3
00907492,2
00907499,3
00960875,1
00960878,5
00919336,2
00919339,2
00919342,3
01004875,5
01004878,3
01014860,1
01014867,0
00996773,3
01038234,2
01038240,3
01038243,2
01030385,2
01046809,2
01046812,2
00910559,2
00910562,2
01055499,3
01055502,2
01055505,2
01036972,3
01036985,0
00979339,3
00979348,2
01052293,3
00917728,0
00917731,2
00917736,2
01014873,2
01014879,2
01017726,3
01017729,0
01052840,2
01052843,2
00939096,5
00991445,2
00991448,0
01039743,2
01045695,5
01045703,1
00981835,3
00987291,1
00987294,2
00919803,2
00979859,2
01041362,5
00919347,2
00919350,3
00919354,0
01054250,1
01054259,3
01048078,3
01048083,5
01034556,3
00947520,2
01030779,0
01023996,2
01023214,1
01055892,3
00961350,3
00961353,2
01015303,2
00919770,2
00919774,3
00919777,3
00988371,3
00988374,2
00911169,2
00999077,2
00999082,2
00911193,5
00911202,2
00911197,3
00911326,3
00995256,2
00995261,2
00908485,4
01055520,2
01055524,2
00964937,2
01034481,0
01013001,3
01013004,5
01013007,2
01016736,2
01016739,3
01049819,2
00949661,5
00949664,1
00994082,3
00976482,1
00976485,5
00976488,2
00976491,2
00976494,4
00976497,3
00976500,4
00991489,3
00959917,2
00959920,5
00959923,5
00959926,1
00959930,0
00959934,5
00959937,5
00933940,0
00933943,5
00933946,2
00979356,2
00979359,5
00979362,0
00979365,5
00938331,3
00976180,5
00976183,5
00976186,5
00949307,1
00936328,4
00936331,4
00988122,1
00988125,0
00964085,2
00964088,5
00964091,2
00964094,2
00993117,4
00978795,4
00978798,1
00978801,1
00978804,5
00973363,5
00954357,2
00954360,2
00954363,3
00954366,2
01000809,5
01000812,2
00934195,2
01040308,3
01040312,2
01040315,3
01040318,3
00999835,5
00999840,1
00999850,1
01032575,1
01032578,0
01032587,1
00983051,0
00955726,5
00955731,5
01017977,3
01017980,1
01023102,3
01023105,5
01039427,5
01032445,2
01032448,3
01033288,5
00970354,5
00920997,5
00921000,0
01050345,2
01050348,1
01021259,1
01021262,3
00992066,3
00911810,5
01038210,3
01022680,5
01053043,5
01053046,0
01053049,5
01015198,2
01015201,2
01021579,4
01021582,5
01021585,5
00999564,2
00999573,1
01023526,4
01023529,1
01023532,5
00943547,1
01049368,4
00961951,0
00969960,3
01026209,4
01026212,2
01032204,4
01032207,5
00980655,4
00980658,1
00980661,5
01015814,5
01015817,5
01015820,5
00943717,4
01017392,2
01017395,2
01017398,5
00919478,3
01030289,5
01030292,3
01008262,5
00980624,0
00980631,1
00973925,1
00979495,1
01037418,5
01037421,4
01037424,5
00977588,1
00977591,3
00948131,1
00948134,3
01036048,2
01014415,5
01014418,1
01021675,4
01021678,5
01021681,5
00993121,5
00993124,4
00993127,5
01004829,3
01004834,5
00955753,3
00998370,5
00998373,5
00998376,0
00940505,1
01015705,4
01015710,1
00947972,3
00948436,3
01048213,5
01048222,3
01014715,0
01014721,3
01014724,5
01015093,3
00975876,4
00971622,5
01030791,5
01030794,1
01012953,1
01012961,1
00998908,4
00998911,4
00998914,4
00994930,1
00994933,4
00963072,2
01012697,0
01012702,5
00959074,4
01005516,4
01006550,3
01010889,0
00952441,5
01002092,3
01032043,1
01047547,2
01047550,2
00975969,2
00962472,2
00946896,1
01021350,5
01021353,3
01021356,3
01047224,4
01043609,4
01043612,2
01024166,0
01024169,3
00994446,1
00994449,5
01020057,2
00979766,1
00991773,2
01028738,5
01028741,0
01006330,0
01023012,5
01031221,4
01031224,5
